timestamp,serial_number,resistance_ohm,laser_power_w
2026-02-16T19:52:57.937407,RTD-2026-00001,101.5,11.114775942674367
2026-02-16T19:52:58.937442,RTD-2026-00001,101.485,11.819623239578927
2026-02-16T19:52:59.937448,RTD-2026-00001,101.47,8.91849478701834
2026-02-16T19:53:00.937450,RTD-2026-00001,101.455,10.664675349548773
2026-02-16T19:53:01.937452,RTD-2026-00001,101.44,8.087465692171724
2026-02-16T19:53:02.937454,RTD-2026-00001,101.425,11.828438531446405
2026-02-16T19:53:03.937456,RTD-2026-00001,101.41,9.759675575520681
2026-02-16T19:53:04.937458,RTD-2026-00001,101.395,10.350447988052098
2026-02-16T19:53:05.937459,RTD-2026-00001,101.38,11.869976600362286
2026-02-16T19:53:06.937461,RTD-2026-00001,101.365,10.711241593146966
2026-02-16T19:53:07.937463,RTD-2026-00001,101.35,9.113442404034373
2026-02-16T19:53:08.937464,RTD-2026-00001,101.335,10.03219191783554
2026-02-16T19:53:09.937466,RTD-2026-00001,101.32,9.591406954460682
2026-02-16T19:53:10.937468,RTD-2026-00001,101.305,11.468380304767074
2026-02-16T19:53:11.937469,RTD-2026-00001,101.29,9.087815149730542
2026-02-16T19:53:12.937471,RTD-2026-00001,101.275,9.130283614933248
2026-02-16T19:53:13.937473,RTD-2026-00001,101.26,9.54181050458216
2026-02-16T19:53:14.937474,RTD-2026-00001,101.245,9.223610123568058
2026-02-16T19:53:15.937476,RTD-2026-00001,101.23,10.008343560485166
2026-02-16T19:53:16.937477,RTD-2026-00001,101.215,8.557140228894937
2026-02-16T19:53:17.937479,RTD-2026-00001,101.2,9.930506790666634
2026-02-16T19:53:18.937480,RTD-2026-00001,101.185,8.125783409529815
2026-02-16T19:53:19.937482,RTD-2026-00001,101.17,8.067908212344046
2026-02-16T19:53:20.937484,RTD-2026-00001,101.155,8.130666884346905
2026-02-16T19:53:21.937485,RTD-2026-00001,101.14,10.792639485966369
2026-02-16T19:53:22.937487,RTD-2026-00001,101.125,10.875704212033334
2026-02-16T19:53:23.937488,RTD-2026-00001,101.11,11.638053771034143
2026-02-16T19:53:24.937490,RTD-2026-00001,101.095,9.57070733826464
2026-02-16T19:53:25.937491,RTD-2026-00001,101.08,10.78318139480675
2026-02-16T19:53:26.937493,RTD-2026-00001,101.065,9.48986082771507
2026-02-16T19:53:27.937495,RTD-2026-00001,101.05,9.5911411606324
2026-02-16T19:53:28.937496,RTD-2026-00001,101.035,8.191172015638172
2026-02-16T19:53:29.937498,RTD-2026-00001,101.02,8.170794831105987
2026-02-16T19:53:30.937499,RTD-2026-00001,101.005,11.44348190961145
2026-02-16T19:53:31.937501,RTD-2026-00001,100.99,9.438243988334275
2026-02-16T19:53:32.937502,RTD-2026-00001,100.975,11.8069175922835
2026-02-16T19:53:33.937504,RTD-2026-00001,100.96,9.164116957955557
2026-02-16T19:53:34.937506,RTD-2026-00001,100.945,11.1939174975052
2026-02-16T19:53:35.937507,RTD-2026-00001,100.93,10.500269286722395
2026-02-16T19:53:36.937509,RTD-2026-00001,100.915,11.667637988610025
2026-02-16T19:53:37.937510,RTD-2026-00001,100.9,10.172325711040859
2026-02-16T19:53:38.937512,RTD-2026-00001,100.885,9.504545051922864
2026-02-16T19:53:39.937513,RTD-2026-00001,100.87,8.285461168164975
2026-02-16T19:53:40.937515,RTD-2026-00001,100.855,10.743152288110334
2026-02-16T19:53:41.937517,RTD-2026-00001,100.84,9.456773791836792
2026-02-16T19:53:42.937518,RTD-2026-00001,100.825,11.32240677192982
2026-02-16T19:53:43.937520,RTD-2026-00001,100.81,9.967260580177483
2026-02-16T19:53:44.937521,RTD-2026-00001,100.795,11.923028395925451
2026-02-16T19:53:45.937523,RTD-2026-00001,100.78,8.500686013394331
2026-02-16T19:53:46.937524,RTD-2026-00001,100.765,8.768938378720172
2026-02-16T19:53:47.937526,RTD-2026-00001,100.75,9.472498098631169
2026-02-16T19:53:48.937527,RTD-2026-00001,100.735,10.744762724286094
2026-02-16T19:53:49.937529,RTD-2026-00001,100.72,8.331061656104705
2026-02-16T19:53:50.937531,RTD-2026-00001,100.705,8.401667444471954
2026-02-16T19:53:51.937532,RTD-2026-00001,100.69,10.523390236125385
2026-02-16T19:53:52.937534,RTD-2026-00001,100.675,11.060717591311729
2026-02-16T19:53:53.937535,RTD-2026-00001,100.66,8.187067765197867
2026-02-16T19:53:54.937537,RTD-2026-00001,100.645,10.93488352646752
2026-02-16T19:53:55.937538,RTD-2026-00001,100.63,9.630519658821134
2026-02-16T19:53:56.937540,RTD-2026-00001,100.615,8.074613572444957
2026-02-16T19:53:57.937542,RTD-2026-00001,100.6,9.146755523195846
2026-02-16T19:53:58.937543,RTD-2026-00001,100.585,8.310146474780874
2026-02-16T19:53:59.937545,RTD-2026-00001,100.57,11.936398728633392
2026-02-16T19:54:00.937560,RTD-2026-00001,100.555,10.416477713658228
2026-02-16T19:54:01.937563,RTD-2026-00001,100.54,11.697983111893398
2026-02-16T19:54:02.937565,RTD-2026-00001,100.525,8.89324383276266
2026-02-16T19:54:03.937567,RTD-2026-00001,100.51,9.709113579280409
2026-02-16T19:54:04.937568,RTD-2026-00001,100.495,8.550822751675465
2026-02-16T19:54:05.937570,RTD-2026-00001,100.48,9.503356644993865
2026-02-16T19:54:06.937571,RTD-2026-00001,100.465,10.655142214669922
2026-02-16T19:54:07.937573,RTD-2026-00001,100.45,10.973661765651991
2026-02-16T19:54:08.937575,RTD-2026-00001,100.435,11.608468314225146
2026-02-16T19:54:09.937576,RTD-2026-00001,100.42,9.540621485750382
2026-02-16T19:54:10.937578,RTD-2026-00001,100.405,8.671048405268229
2026-02-16T19:54:11.937579,RTD-2026-00001,100.39,11.049205035952781
2026-02-16T19:54:12.937581,RTD-2026-00001,100.375,10.405899263172275
2026-02-16T19:54:13.937582,RTD-2026-00001,100.36,10.740191480965171
2026-02-16T19:54:14.937584,RTD-2026-00001,100.345,8.286551998018432
2026-02-16T19:54:15.937585,RTD-2026-00001,100.33,10.850165195478247
2026-02-16T19:54:16.937587,RTD-2026-00001,100.315,10.046073828677482
2026-02-16T19:54:17.937589,RTD-2026-00001,100.3,8.81562459167213
2026-02-16T19:54:18.937590,RTD-2026-00001,100.285,8.079039930413165
2026-02-16T19:54:19.937592,RTD-2026-00001,100.27,9.290710383468696
2026-02-16T19:54:20.937593,RTD-2026-00001,100.255,10.137268163014472
2026-02-16T19:54:21.937595,RTD-2026-00001,100.24,8.802200746537554
2026-02-16T19:54:22.937596,RTD-2026-00001,100.225,8.565154140488216
2026-02-16T19:54:23.937598,RTD-2026-00001,100.21,11.127113590439727
2026-02-16T19:54:24.937599,RTD-2026-00001,100.195,11.500815144280525
2026-02-16T19:54:25.937601,RTD-2026-00001,100.18,10.388563984712071
2026-02-16T19:54:26.937602,RTD-2026-00001,100.165,9.074435143510943
2026-02-16T19:54:27.937604,RTD-2026-00001,100.15,11.709007318876047
2026-02-16T19:54:28.937606,RTD-2026-00001,100.135,8.086101536760339
2026-02-16T19:54:29.937607,RTD-2026-00001,100.12,10.272547519797264
2026-02-16T19:54:30.937609,RTD-2026-00001,100.105,10.019052817310985
2026-02-16T19:54:31.937610,RTD-2026-00001,100.09,9.864781531863542
2026-02-16T19:54:32.937612,RTD-2026-00001,100.075,9.288053969439822
2026-02-16T19:54:33.937613,RTD-2026-00001,100.06,9.352179499130584
2026-02-16T19:54:34.937615,RTD-2026-00001,100.045,9.045007350864232
2026-02-16T19:54:35.937616,RTD-2026-00001,100.03,9.397661784326361
2026-02-16T19:54:36.937618,RTD-2026-00001,100.015,8.855167359654331
2026-02-16T19:52:57.937636,RTD-2026-00002,101.5,9.697351901147343
2026-02-16T19:52:58.937638,RTD-2026-00002,101.485,10.05317059846612
2026-02-16T19:52:59.937640,RTD-2026-00002,101.47,10.368084168626922
2026-02-16T19:53:00.937641,RTD-2026-00002,101.455,8.208821297352419
2026-02-16T19:53:01.937643,RTD-2026-00002,101.44,10.98463880646186
2026-02-16T19:53:02.937645,RTD-2026-00002,101.425,11.751634070970297
2026-02-16T19:53:03.937646,RTD-2026-00002,101.41,11.278127913462553
2026-02-16T19:53:04.937648,RTD-2026-00002,101.395,9.831818183716056
2026-02-16T19:53:05.937649,RTD-2026-00002,101.38,11.253064974366948
2026-02-16T19:53:06.937651,RTD-2026-00002,101.365,11.42781187979623
2026-02-16T19:53:07.937652,RTD-2026-00002,101.35,9.619532329563347
2026-02-16T19:53:08.937654,RTD-2026-00002,101.335,9.126222761134233
2026-02-16T19:53:09.937656,RTD-2026-00002,101.32,11.007059649501308
2026-02-16T19:53:10.937657,RTD-2026-00002,101.305,11.481310286114752
2026-02-16T19:53:11.937659,RTD-2026-00002,101.29,10.952530121815972
2026-02-16T19:53:12.937660,RTD-2026-00002,101.275,11.520478676168418
2026-02-16T19:53:13.937662,RTD-2026-00002,101.26,11.344443277449077
2026-02-16T19:53:14.937664,RTD-2026-00002,101.245,8.629831252769739
2026-02-16T19:53:15.937665,RTD-2026-00002,101.23,10.087724041654473
2026-02-16T19:53:16.937667,RTD-2026-00002,101.215,8.461652319423065
2026-02-16T19:53:17.937668,RTD-2026-00002,101.2,11.944276801801395
2026-02-16T19:53:18.937670,RTD-2026-00002,101.185,11.589728496324055
2026-02-16T19:53:19.937671,RTD-2026-00002,101.17,9.521676479744842
2026-02-16T19:53:20.937673,RTD-2026-00002,101.155,9.224736964317984
2026-02-16T19:53:21.937675,RTD-2026-00002,101.14,9.13455511407233
2026-02-16T19:53:22.937677,RTD-2026-00002,101.125,10.412655795890615
2026-02-16T19:53:23.937678,RTD-2026-00002,101.11,10.400767525998948
2026-02-16T19:53:24.937680,RTD-2026-00002,101.095,9.84675476858937
2026-02-16T19:53:25.937681,RTD-2026-00002,101.08,8.007911587449446
2026-02-16T19:53:26.937683,RTD-2026-00002,101.065,10.864572641581372
2026-02-16T19:53:27.937685,RTD-2026-00002,101.05,9.595471309637283
